country,date,sector,value,timestamp
France,23-02-2019,International Aviation,0.0516382,1550880000
Germany,23-02-2019,Domestic Aviation,0.00372675,1550880000
Germany,23-02-2019,International Aviation,0.0733907,1550880000
India,23-02-2019,Domestic Aviation,0.0182097,1550880000
India,23-02-2019,International Aviation,0.035911,1550880000
Italy,23-02-2019,Domestic Aviation,0.00384163,1550880000
Italy,23-02-2019,International Aviation,0.0339487,1550880000
Japan,23-02-2019,Domestic Aviation,0.0252911,1550880000
Japan,23-02-2019,International Aviation,0.0523296,1550880000
ROW,23-02-2019,Domestic Aviation,0.161121,1550880000
ROW,23-02-2019,International Aviation,0.776681,1550880000
Russia,23-02-2019,Domestic Aviation,0.0356479,1550880000
Russia,23-02-2019,International Aviation,0.0323126,1550880000
Spain,23-02-2019,Domestic Aviation,0.0130568,1550880000
Spain,23-02-2019,International Aviation,0.0657331,1550880000
United Kingdom,23-02-2019,Domestic Aviation,0.00329328,1550880000
United Kingdom,23-02-2019,International Aviation,0.0898933,1550880000
United States,23-02-2019,Domestic Aviation,0.442745,1550880000
United States,23-02-2019,International Aviation,0.223817,1550880000
WORLD,23-02-2019,Domestic Aviation,0.921892,1550880000
WORLD,23-02-2019,International Aviation,1.69435,1550880000
Brazil,24-02-2019,Domestic Aviation,0.0235977,1550966400
Brazil,24-02-2019,International Aviation,0.0201317,1550966400
China,24-02-2019,Domestic Aviation,0.179816,1550966400
China,24-02-2019,International Aviation,0.0846576,1550966400
EU27 & UK,24-02-2019,Domestic Aviation,0.0385227,1550966400
EU27 & UK,24-02-2019,International Aviation,0.474661,1550966400
France,24-02-2019,Domestic Aviation,0.00488679,1550966400
France,24-02-2019,International Aviation,0.0531126,1550966400
Germany,24-02-2019,Domestic Aviation,0.00460036,1550966400
Germany,24-02-2019,International Aviation,0.0729338,1550966400
India,24-02-2019,Domestic Aviation,0.0189813,1550966400
India,24-02-2019,International Aviation,0.0366855,1550966400
Italy,24-02-2019,Domestic Aviation,0.00440101,1550966400
Italy,24-02-2019,International Aviation,0.0347944,1550966400
Japan,24-02-2019,Domestic Aviation,0.0247908,1550966400
Japan,24-02-2019,International Aviation,0.0525068,1550966400
ROW,24-02-2019,Domestic Aviation,0.169382,1550966400
ROW,24-02-2019,International Aviation,0.790651,1550966400
Russia,24-02-2019,Domestic Aviation,0.0357344,1550966400
Russia,24-02-2019,International Aviation,0.0309097,1550966400
Spain,24-02-2019,Domestic Aviation,0.0140838,1550966400
Spain,24-02-2019,International Aviation,0.0651233,1550966400
United Kingdom,24-02-2019,Domestic Aviation,0.00522554,1550966400
United Kingdom,24-02-2019,International Aviation,0.0952708,1550966400
United States,24-02-2019,Domestic Aviation,0.410755,1550966400
United States,24-02-2019,International Aviation,0.22513,1550966400
WORLD,24-02-2019,Domestic Aviation,0.90158,1550966400
WORLD,24-02-2019,International Aviation,1.71533,1550966400
Brazil,25-02-2019,Domestic Aviation,0.0285362,1551052800
Brazil,25-02-2019,International Aviation,0.0191333,1551052800
China,25-02-2019,Domestic Aviation,0.179451,1551052800
China,25-02-2019,International Aviation,0.0795158,1551052800
EU27 & UK,25-02-2019,Domestic Aviation,0.0461542,1551052800
EU27 & UK,25-02-2019,International Aviation,0.443081,1551052800
France,25-02-2019,Domestic Aviation,0.00620727,1551052800
France,25-02-2019,International Aviation,0.0482705,1551052800
Germany,25-02-2019,Domestic Aviation,0.00685105,1551052800
Germany,25-02-2019,International Aviation,0.0687954,1551052800
India,25-02-2019,Domestic Aviation,0.020367,1551052800
India,25-02-2019,International Aviation,0.0321577,1551052800
Italy,25-02-2019,Domestic Aviation,0.00499967,1551052800
Italy,25-02-2019,International Aviation,0.0347342,1551052800
Japan,25-02-2019,Domestic Aviation,0.0245396,1551052800
Japan,25-02-2019,International Aviation,0.0511329,1551052800
ROW,25-02-2019,Domestic Aviation,0.182266,1551052800
ROW,25-02-2019,International Aviation,0.748771,1551052800
Russia,25-02-2019,Domestic Aviation,0.0375857,1551052800
Russia,25-02-2019,International Aviation,0.0278968,1551052800
Spain,25-02-2019,Domestic Aviation,0.0151699,1551052800
Spain,25-02-2019,International Aviation,0.0544177,1551052800
United Kingdom,25-02-2019,Domestic Aviation,0.00703538,1551052800
United Kingdom,25-02-2019,International Aviation,0.0881094,1551052800
United States,25-02-2019,Domestic Aviation,0.453594,1551052800
United States,25-02-2019,International Aviation,0.217509,1551052800
WORLD,25-02-2019,Domestic Aviation,0.972494,1551052800
WORLD,25-02-2019,International Aviation,1.6192,1551052800
Brazil,26-02-2019,Domestic Aviation,0.0284288,1551139200
Brazil,26-02-2019,International Aviation,0.0185336,1551139200
China,26-02-2019,Domestic Aviation,0.177927,1551139200
China,26-02-2019,International Aviation,0.0831405,1551139200
EU27 & UK,26-02-2019,Domestic Aviation,0.0441204,1551139200
EU27 & UK,26-02-2019,International Aviation,0.40849,1551139200
France,26-02-2019,Domestic Aviation,0.00581739,1551139200
France,26-02-2019,International Aviation,0.0443957,1551139200
Germany,26-02-2019,Domestic Aviation,0.00704183,1551139200
Germany,26-02-2019,International Aviation,0.0665834,1551139200
India,26-02-2019,Domestic Aviation,0.0190202,1551139200
India,26-02-2019,International Aviation,0.033469,1551139200
Italy,26-02-2019,Domestic Aviation,0.00458985,1551139200
Italy,26-02-2019,International Aviation,0.0288366,1551139200
Japan,26-02-2019,Domestic Aviation,0.024347,1551139200
Japan,26-02-2019,International Aviation,0.0510033,1551139200
ROW,26-02-2019,Domestic Aviation,0.184336,1551139200
ROW,26-02-2019,International Aviation,0.718024,1551139200
Russia,26-02-2019,Domestic Aviation,0.0341897,1551139200
Russia,26-02-2019,International Aviation,0.0264223,1551139200
Spain,26-02-2019,Domestic Aviation,0.0134367,1551139200
Spain,26-02-2019,International Aviation,0.0498747,1551139200
United Kingdom,26-02-2019,Domestic Aviation,0.00708144,1551139200
United Kingdom,26-02-2019,International Aviation,0.0833912,1551139200
United States,26-02-2019,Domestic Aviation,0.491866,1551139200
United States,26-02-2019,International Aviation,0.209258,1551139200
WORLD,26-02-2019,Domestic Aviation,1.00424,1551139200
WORLD,26-02-2019,International Aviation,1.54834,1551139200
Brazil,27-02-2019,Domestic Aviation,0.0296819,1551225600
Brazil,27-02-2019,International Aviation,0.0195294,1551225600
China,27-02-2019,Domestic Aviation,0.177729,1551225600
China,27-02-2019,International Aviation,0.0829418,1551225600
EU27 & UK,27-02-2019,Domestic Aviation,0.0454631,1551225600
EU27 & UK,27-02-2019,International Aviation,0.408987,1551225600
France,27-02-2019,Domestic Aviation,0.00624046,1551225600
France,27-02-2019,International Aviation,0.0436182,1551225600
Germany,27-02-2019,Domestic Aviation,0.00720556,1551225600
Germany,27-02-2019,International Aviation,0.0664268,1551225600
India,27-02-2019,Domestic Aviation,0.0199467,1551225600
India,27-02-2019,International Aviation,0.0341331,1551225600
Italy,27-02-2019,Domestic Aviation,0.00468569,1551225600
Italy,27-02-2019,International Aviation,0.0304766,1551225600
Japan,27-02-2019,Domestic Aviation,0.0240068,1551225600
Japan,27-02-2019,International Aviation,0.0521864,1551225600
ROW,27-02-2019,Domestic Aviation,0.182243,1551225600
ROW,27-02-2019,International Aviation,0.727102,1551225600
Russia,27-02-2019,Domestic Aviation,0.0355396,1551225600
Russia,27-02-2019,International Aviation,0.0271312,1551225600
Spain,27-02-2019,Domestic Aviation,0.0143668,1551225600
Spain,27-02-2019,International Aviation,0.0510436,1551225600
United Kingdom,27-02-2019,Domestic Aviation,0.00701279,1551225600
United Kingdom,27-02-2019,International Aviation,0.0802091,1551225600
United States,27-02-2019,Domestic Aviation,0.499664,1551225600
United States,27-02-2019,International Aviation,0.199065,1551225600
WORLD,27-02-2019,Domestic Aviation,1.01427,1551225600
WORLD,27-02-2019,International Aviation,1.55108,1551225600
Brazil,28-02-2019,Domestic Aviation,0.0290366,1551312000
Brazil,28-02-2019,International Aviation,0.0203159,1551312000
China,28-02-2019,Domestic Aviation,0.176113,1551312000
China,28-02-2019,International Aviation,0.0843152,1551312000
EU27 & UK,28-02-2019,Domestic Aviation,0.0468355,1551312000
EU27 & UK,28-02-2019,International Aviation,0.430986,1551312000
France,28-02-2019,Domestic Aviation,0.00612202,1551312000
France,28-02-2019,International Aviation,0.046145,1551312000
Germany,28-02-2019,Domestic Aviation,0.00710653,1551312000
Germany,28-02-2019,International Aviation,0.0704186,1551312000
India,28-02-2019,Domestic Aviation,0.0191719,1551312000
India,28-02-2019,International Aviation,0.0317178,1551312000
Italy,28-02-2019,Domestic Aviation,0.0049541,1551312000
Italy,28-02-2019,International Aviation,0.0304756,1551312000
Japan,28-02-2019,Domestic Aviation,0.0242797,1551312000
Japan,28-02-2019,International Aviation,0.0527702,1551312000
ROW,28-02-2019,Domestic Aviation,0.190333,1551312000
ROW,28-02-2019,International Aviation,0.734722,1551312000
Russia,28-02-2019,Domestic Aviation,0.0347956,1551312000
Russia,28-02-2019,International Aviation,0.0306994,1551312000
Spain,28-02-2019,Domestic Aviation,0.0149888,1551312000
Spain,28-02-2019,International Aviation,0.0533441,1551312000
United Kingdom,28-02-2019,Domestic Aviation,0.00743305,1551312000
United Kingdom,28-02-2019,International Aviation,0.0865303,1551312000
United States,28-02-2019,Domestic Aviation,0.515693,1551312000
United States,28-02-2019,International Aviation,0.214332,1551312000
WORLD,28-02-2019,Domestic Aviation,1.03626,1551312000
WORLD,28-02-2019,International Aviation,1.59986,1551312000
Brazil,01-03-2019,Domestic Aviation,0.0315528,1551398400
Brazil,01-03-2019,International Aviation,0.0204505,1551398400
China,01-03-2019,Domestic Aviation,0.173288,1551398400
China,01-03-2019,International Aviation,0.0830416,1551398400
EU27 & UK,01-03-2019,Domestic Aviation,0.0478368,1551398400
EU27 & UK,01-03-2019,International Aviation,0.462068,1551398400
France,01-03-2019,Domestic Aviation,0.00627266,1551398400
France,01-03-2019,International Aviation,0.0509039,1551398400
Germany,01-03-2019,Domestic Aviation,0.00664507,1551398400
Germany,01-03-2019,International Aviation,0.0750352,1551398400
India,01-03-2019,Domestic Aviation,0.0202389,1551398400
India,01-03-2019,International Aviation,0.0347824,1551398400
Italy,01-03-2019,Domestic Aviation,0.00512075,1551398400
Italy,01-03-2019,International Aviation,0.0348527,1551398400
Japan,01-03-2019,Domestic Aviation,0.0249165,1551398400
Japan,01-03-2019,International Aviation,0.0530385,1551398400
ROW,01-03-2019,Domestic Aviation,0.188973,1551398400
ROW,01-03-2019,International Aviation,0.753168,1551398400
Russia,01-03-2019,Domestic Aviation,0.037815,1551398400
Russia,01-03-2019,International Aviation,0.0298379,1551398400
Spain,01-03-2019,Domestic Aviation,0.0158871,1551398400
Spain,01-03-2019,International Aviation,0.0569387,1551398400
United Kingdom,01-03-2019,Domestic Aviation,0.00746917,1551398400
United Kingdom,01-03-2019,International Aviation,0.0900127,1551398400
United States,01-03-2019,Domestic Aviation,0.478865,1551398400
United States,01-03-2019,International Aviation,0.203312,1551398400
WORLD,01-03-2019,Domestic Aviation,1.00349,1551398400
WORLD,01-03-2019,International Aviation,1.6397,1551398400
Brazil,02-03-2019,Domestic Aviation,0.0298986,1551484800
Brazil,02-03-2019,International Aviation,0.0240164,1551484800
China,02-03-2019,Domestic Aviation,0.167507,1551484800
China,02-03-2019,International Aviation,0.083145,1551484800
EU27 & UK,02-03-2019,Domestic Aviation,0.0320247,1551484800
EU27 & UK,02-03-2019,International Aviation,0.465699,1551484800
France,02-03-2019,Domestic Aviation,0.00387264,1551484800
France,02-03-2019,International Aviation,0.0517911,1551484800
Germany,02-03-2019,Domestic Aviation,0.00368705,1551484800
Germany,02-03-2019,International Aviation,0.0740704,1551484800
India,02-03-2019,Domestic Aviation,0.0187978,1551484800
India,02-03-2019,International Aviation,0.0329927,1551484800
Italy,02-03-2019,Domestic Aviation,0.00392249,1551484800
Italy,02-03-2019,International Aviation,0.0340078,1551484800
Japan,02-03-2019,Domestic Aviation,0.024631,1551484800
Japan,02-03-2019,International Aviation,0.0529128,1551484800
ROW,02-03-2019,Domestic Aviation,0.165471,1551484800
ROW,02-03-2019,International Aviation,0.773122,1551484800
Russia,02-03-2019,Domestic Aviation,0.0358247,1551484800
Russia,02-03-2019,International Aviation,0.0341843,1551484800
Spain,02-03-2019,Domestic Aviation,0.0136442,1551484800
Spain,02-03-2019,International Aviation,0.0665738,1551484800
United Kingdom,02-03-2019,Domestic Aviation,0.00349994,1551484800
United Kingdom,02-03-2019,International Aviation,0.0876821,1551484800
United States,02-03-2019,Domestic Aviation,0.421519,1551484800
United States,02-03-2019,International Aviation,0.211718,1551484800
WORLD,02-03-2019,Domestic Aviation,0.895673,1551484800
WORLD,02-03-2019,International Aviation,1.67779,1551484800
Brazil,03-03-2019,Domestic Aviation,0.017829,1551571200
Brazil,03-03-2019,International Aviation,0.0202089,1551571200
China,03-03-2019,Domestic Aviation,0.17036,1551571200
China,03-03-2019,International Aviation,0.0845321,1551571200
EU27 & UK,03-03-2019,Domestic Aviation,0.0383215,1551571200
EU27 & UK,03-03-2019,International Aviation,0.465208,1551571200
France,03-03-2019,Domestic Aviation,0.00482576,1551571200
France,03-03-2019,International Aviation,0.0525047,1551571200
Germany,03-03-2019,Domestic Aviation,0.00434646,1551571200
Germany,03-03-2019,International Aviation,0.0726097,1551571200
India,03-03-2019,Domestic Aviation,0.0194903,1551571200
India,03-03-2019,International Aviation,0.0344894,1551571200
Italy,03-03-2019,Domestic Aviation,0.00436688,1551571200
Italy,03-03-2019,International Aviation,0.0352451,1551571200
Japan,03-03-2019,Domestic Aviation,0.0242904,1551571200
Japan,03-03-2019,International Aviation,0.0529387,1551571200
ROW,03-03-2019,Domestic Aviation,0.175114,1551571200
ROW,03-03-2019,International Aviation,0.790355,1551571200
Russia,03-03-2019,Domestic Aviation,0.0356209,1551571200
Russia,03-03-2019,International Aviation,0.0328604,1551571200
Spain,03-03-2019,Domestic Aviation,0.0143178,1551571200
Spain,03-03-2019,International Aviation,0.0627876,1551571200
United Kingdom,03-03-2019,Domestic Aviation,0.00514157,1551571200
United Kingdom,03-03-2019,International Aviation,0.0898393,1551571200
United States,03-03-2019,Domestic Aviation,0.393256,1551571200
United States,03-03-2019,International Aviation,0.209562,1551571200
WORLD,03-03-2019,Domestic Aviation,0.874283,1551571200
WORLD,03-03-2019,International Aviation,1.69016,1551571200
Brazil,04-03-2019,Domestic Aviation,0.0173235,1551657600
Brazil,04-03-2019,International Aviation,0.0198842,1551657600
China,04-03-2019,Domestic Aviation,0.169246,1551657600
China,04-03-2019,International Aviation,0.0779543,1551657600
EU27 & UK,04-03-2019,Domestic Aviation,0.0461229,1551657600
EU27 & UK,04-03-2019,International Aviation,0.446291,1551657600
France,04-03-2019,Domestic Aviation,0.00622285,1551657600
France,04-03-2019,International Aviation,0.047087,1551657600
Germany,04-03-2019,Domestic Aviation,0.00618541,1551657600
Germany,04-03-2019,International Aviation,0.0707239,1551657600
India,04-03-2019,Domestic Aviation,0.0198282,1551657600
India,04-03-2019,International Aviation,0.0314803,1551657600
Italy,04-03-2019,Domestic Aviation,0.0049142,1551657600
Italy,04-03-2019,International Aviation,0.0337415,1551657600
Japan,04-03-2019,Domestic Aviation,0.0244311,1551657600
Japan,04-03-2019,International Aviation,0.0503479,1551657600
ROW,04-03-2019,Domestic Aviation,0.186212,1551657600
ROW,04-03-2019,International Aviation,0.735993,1551657600
Russia,04-03-2019,Domestic Aviation,0.0384022,1551657600
Russia,04-03-2019,International Aviation,0.0280238,1551657600
Spain,04-03-2019,Domestic Aviation,0.0154717,1551657600
Spain,04-03-2019,International Aviation,0.0552844,1551657600
United Kingdom,04-03-2019,Domestic Aviation,0.00730381,1551657600
United Kingdom,04-03-2019,International Aviation,0.089263,1551657600
United States,04-03-2019,Domestic Aviation,0.428743,1551657600
United States,04-03-2019,International Aviation,0.203193,1551657600
WORLD,04-03-2019,Domestic Aviation,0.930308,1551657600
WORLD,04-03-2019,International Aviation,1.59317,1551657600
Brazil,05-03-2019,Domestic Aviation,0.0213596,1551744000
Brazil,05-03-2019,International Aviation,0.0184842,1551744000
China,05-03-2019,Domestic Aviation,0.166887,1551744000
China,05-03-2019,International Aviation,0.0795384,1551744000
EU27 & UK,05-03-2019,Domestic Aviation,0.0443758,1551744000
EU27 & UK,05-03-2019,International Aviation,0.41599,1551744000
France,05-03-2019,Domestic Aviation,0.0060512,1551744000
France,05-03-2019,International Aviation,0.0463188,1551744000
Germany,05-03-2019,Domestic Aviation,0.00677915,1551744000
Germany,05-03-2019,International Aviation,0.0678665,1551744000
India,05-03-2019,Domestic Aviation,0.0184165,1551744000
India,05-03-2019,International Aviation,0.0308762,1551744000
Italy,05-03-2019,Domestic Aviation,0.00441818,1551744000
Italy,05-03-2019,International Aviation,0.0298265,1551744000
Japan,05-03-2019,Domestic Aviation,0.0242262,1551744000
Japan,05-03-2019,International Aviation,0.0512862,1551744000
ROW,05-03-2019,Domestic Aviation,0.184224,1551744000
ROW,05-03-2019,International Aviation,0.718796,1551744000
Russia,05-03-2019,Domestic Aviation,0.0362891,1551744000
Russia,05-03-2019,International Aviation,0.0286404,1551744000
Spain,05-03-2019,Domestic Aviation,0.0140567,1551744000
Spain,05-03-2019,International Aviation,0.050624,1551744000
United Kingdom,05-03-2019,Domestic Aviation,0.00701499,1551744000
United Kingdom,05-03-2019,International Aviation,0.0834956,1551744000
United States,05-03-2019,Domestic Aviation,0.465525,1551744000
United States,05-03-2019,International Aviation,0.200587,1551744000
WORLD,05-03-2019,Domestic Aviation,0.961303,1551744000
WORLD,05-03-2019,International Aviation,1.5442,1551744000
Brazil,06-03-2019,Domestic Aviation,0.0304408,1551830400
Brazil,06-03-2019,International Aviation,0.0183893,1551830400
China,06-03-2019,Domestic Aviation,0.16899,1551830400
China,06-03-2019,International Aviation,0.0816893,1551830400
EU27 & UK,06-03-2019,Domestic Aviation,0.0452462,1551830400
EU27 & UK,06-03-2019,International Aviation,0.418746,1551830400
France,06-03-2019,Domestic Aviation,0.00612105,1551830400
France,06-03-2019,International Aviation,0.044864,1551830400
Germany,06-03-2019,Domestic Aviation,0.00682061,1551830400
Germany,06-03-2019,International Aviation,0.0696507,1551830400
India,06-03-2019,Domestic Aviation,0.019913,1551830400
India,06-03-2019,International Aviation,0.0331069,1551830400
Italy,06-03-2019,Domestic Aviation,0.00459596,1551830400
Italy,06-03-2019,International Aviation,0.0318888,1551830400
Japan,06-03-2019,Domestic Aviation,0.0238179,1551830400
Japan,06-03-2019,International Aviation,0.0517022,1551830400
ROW,06-03-2019,Domestic Aviation,0.187642,1551830400
ROW,06-03-2019,International Aviation,0.731552,1551830400
Russia,06-03-2019,Domestic Aviation,0.0358398,1551830400
Russia,06-03-2019,International Aviation,0.0312793,1551830400
Spain,06-03-2019,Domestic Aviation,0.0143162,1551830400
Spain,06-03-2019,International Aviation,0.0503259,1551830400
United Kingdom,06-03-2019,Domestic Aviation,0.00680237,1551830400
United Kingdom,06-03-2019,International Aviation,0.0813774,1551830400
United States,06-03-2019,Domestic Aviation,0.472655,1551830400
United States,06-03-2019,International Aviation,0.18571,1551830400
WORLD,06-03-2019,Domestic Aviation,0.984544,1551830400
WORLD,06-03-2019,International Aviation,1.55217,1551830400
Brazil,07-03-2019,Domestic Aviation,0.0281132,1551916800
Brazil,07-03-2019,International Aviation,0.0187663,1551916800
China,07-03-2019,Domestic Aviation,0.167493,1551916800
China,07-03-2019,International Aviation,0.0826568,1551916800
EU27 & UK,07-03-2019,Domestic Aviation,0.046785,1551916800
EU27 & UK,07-03-2019,International Aviation,0.437624,1551916800
France,07-03-2019,Domestic Aviation,0.00627964,1551916800
France,07-03-2019,International Aviation,0.0472015,1551916800
Germany,07-03-2019,Domestic Aviation,0.0070563,1551916800
Germany,07-03-2019,International Aviation,0.070853,1551916800
India,07-03-2019,Domestic Aviation,0.0187118,1551916800
India,07-03-2019,International Aviation,0.0321013,1551916800
Italy,07-03-2019,Domestic Aviation,0.00471527,1551916800
Italy,07-03-2019,International Aviation,0.0318186,1551916800
Japan,07-03-2019,Domestic Aviation,0.0241129,1551916800
Japan,07-03-2019,International Aviation,0.0515003,1551916800
ROW,07-03-2019,Domestic Aviation,0.187262,1551916800
ROW,07-03-2019,International Aviation,0.727134,1551916800
Russia,07-03-2019,Domestic Aviation,0.0362596,1551916800
Russia,07-03-2019,International Aviation,0.0326137,1551916800
Spain,07-03-2019,Domestic Aviation,0.0145204,1551916800
Spain,07-03-2019,International Aviation,0.0534823,1551916800
United Kingdom,07-03-2019,Domestic Aviation,0.00757587,1551916800
United Kingdom,07-03-2019,International Aviation,0.0875144,1551916800
United States,07-03-2019,Domestic Aviation,0.488371,1551916800
United States,07-03-2019,International Aviation,0.202564,1551916800
WORLD,07-03-2019,Domestic Aviation,0.997108,1551916800
WORLD,07-03-2019,International Aviation,1.58496,1551916800
Brazil,08-03-2019,Domestic Aviation,0.027081,1552003200
Brazil,08-03-2019,International Aviation,0.0202502,1552003200
China,08-03-2019,Domestic Aviation,0.167926,1552003200
China,08-03-2019,International Aviation,0.0835224,1552003200
EU27 & UK,08-03-2019,Domestic Aviation,0.0486725,1552003200
EU27 & UK,08-03-2019,International Aviation,0.464525,1552003200
France,08-03-2019,Domestic Aviation,0.00684937,1552003200
France,08-03-2019,International Aviation,0.0513844,1552003200
Germany,08-03-2019,Domestic Aviation,0.00686373,1552003200
Germany,08-03-2019,International Aviation,0.0760525,1552003200
India,08-03-2019,Domestic Aviation,0.0199811,1552003200
India,08-03-2019,International Aviation,0.0347833,1552003200
Italy,08-03-2019,Domestic Aviation,0.00495741,1552003200
Italy,08-03-2019,International Aviation,0.0339144,1552003200
Japan,08-03-2019,Domestic Aviation,0.0244251,1552003200
Japan,08-03-2019,International Aviation,0.052279,1552003200
ROW,08-03-2019,Domestic Aviation,0.186185,1552003200
ROW,08-03-2019,International Aviation,0.757746,1552003200
Russia,08-03-2019,Domestic Aviation,0.0373333,1552003200
Russia,08-03-2019,International Aviation,0.029437,1552003200
Spain,08-03-2019,Domestic Aviation,0.0155786,1552003200
Spain,08-03-2019,International Aviation,0.0545131,1552003200
United Kingdom,08-03-2019,Domestic Aviation,0.0078623,1552003200
United Kingdom,08-03-2019,International Aviation,0.0910941,1552003200
United States,08-03-2019,Domestic Aviation,0.495232,1552003200
United States,08-03-2019,International Aviation,0.210246,1552003200
WORLD,08-03-2019,Domestic Aviation,1.00684,1552003200
WORLD,08-03-2019,International Aviation,1.65279,1552003200
Brazil,09-03-2019,Domestic Aviation,0.0268808,1552089600
Brazil,09-03-2019,International Aviation,0.0204857,1552089600
China,09-03-2019,Domestic Aviation,0.164018,1552089600
China,09-03-2019,International Aviation,0.0842051,1552089600
EU27 & UK,09-03-2019,Domestic Aviation,0.0313891,1552089600
EU27 & UK,09-03-2019,International Aviation,0.466343,1552089600
France,09-03-2019,Domestic Aviation,0.00395212,1552089600
France,09-03-2019,International Aviation,0.0508198,1552089600
Germany,09-03-2019,Domestic Aviation,0.00350555,1552089600
Germany,09-03-2019,International Aviation,0.0741331,1552089600
India,09-03-2019,Domestic Aviation,0.0185628,1552089600
India,09-03-2019,International Aviation,0.0327158,1552089600
Italy,09-03-2019,Domestic Aviation,0.00380139,1552089600
Italy,09-03-2019,International Aviation,0.0348388,1552089600
Japan,09-03-2019,Domestic Aviation,0.0246659,1552089600
Japan,09-03-2019,International Aviation,0.0521823,1552089600
ROW,09-03-2019,Domestic Aviation,0.16275,1552089600
ROW,09-03-2019,International Aviation,0.780181,1552089600
Russia,09-03-2019,Domestic Aviation,0.0335508,1552089600
Russia,09-03-2019,International Aviation,0.0332474,1552089600
Spain,09-03-2019,Domestic Aviation,0.0133374,1552089600
Spain,09-03-2019,International Aviation,0.0661685,1552089600
United Kingdom,09-03-2019,Domestic Aviation,0.00330619,1552089600
United Kingdom,09-03-2019,International Aviation,0.089544,1552089600
United States,09-03-2019,Domestic Aviation,0.439735,1552089600
United States,09-03-2019,International Aviation,0.215161,1552089600
WORLD,09-03-2019,Domestic Aviation,0.901552,1552089600
WORLD,09-03-2019,International Aviation,1.68452,1552089600
Brazil,10-03-2019,Domestic Aviation,0.024849,1552176000
Brazil,10-03-2019,International Aviation,0.0196725,1552176000
China,10-03-2019,Domestic Aviation,0.16655,1552176000
China,10-03-2019,International Aviation,0.0820893,1552176000
EU27 & UK,10-03-2019,Domestic Aviation,0.0387412,1552176000
EU27 & UK,10-03-2019,International Aviation,0.470044,1552176000
France,10-03-2019,Domestic Aviation,0.00494225,1552176000
France,10-03-2019,International Aviation,0.0544747,1552176000
Germany,10-03-2019,Domestic Aviation,0.00422309,1552176000
Germany,10-03-2019,International Aviation,0.0713333,1552176000
India,10-03-2019,Domestic Aviation,0.0193172,1552176000
India,10-03-2019,International Aviation,0.0345423,1552176000
Italy,10-03-2019,Domestic Aviation,0.00434057,1552176000
Italy,10-03-2019,International Aviation,0.0367304,1552176000
Japan,10-03-2019,Domestic Aviation,0.0245518,1552176000
Japan,10-03-2019,International Aviation,0.0532643,1552176000
ROW,10-03-2019,Domestic Aviation,0.1739,1552176000
ROW,10-03-2019,International Aviation,0.80125,1552176000
Russia,10-03-2019,Domestic Aviation,0.0362449,1552176000
Russia,10-03-2019,International Aviation,0.0335177,1552176000
Spain,10-03-2019,Domestic Aviation,0.0148821,1552176000
Spain,10-03-2019,International Aviation,0.0619916,1552176000
United Kingdom,10-03-2019,Domestic Aviation,0.00535156,1552176000
United Kingdom,10-03-2019,International Aviation,0.0905081,1552176000
United States,10-03-2019,Domestic Aviation,0.443446,1552176000
United States,10-03-2019,International Aviation,0.21299,1552176000
WORLD,10-03-2019,Domestic Aviation,0.9276,1552176000
WORLD,10-03-2019,International Aviation,1.70737,1552176000
Brazil,11-03-2019,Domestic Aviation,0.0284848,1552262400
Brazil,11-03-2019,International Aviation,0.019866,1552262400
China,11-03-2019,Domestic Aviation,0.1647,1552262400
China,11-03-2019,International Aviation,0.0798826,1552262400
EU27 & UK,11-03-2019,Domestic Aviation,0.0477569,1552262400
EU27 & UK,11-03-2019,International Aviation,0.451363,1552262400
France,11-03-2019,Domestic Aviation,0.00670596,1552262400
France,11-03-2019,International Aviation,0.0505034,1552262400
Germany,11-03-2019,Domestic Aviation,0.00656976,1552262400
Germany,11-03-2019,International Aviation,0.0705287,1552262400
India,11-03-2019,Domestic Aviation,0.0197417,1552262400
India,11-03-2019,International Aviation,0.0316449,1552262400
Italy,11-03-2019,Domestic Aviation,0.00490688,1552262400
Italy,11-03-2019,International Aviation,0.0344255,1552262400
Japan,11-03-2019,Domestic Aviation,0.0243592,1552262400
Japan,11-03-2019,International Aviation,0.0503894,1552262400
ROW,11-03-2019,Domestic Aviation,0.187978,1552262400
ROW,11-03-2019,International Aviation,0.749178,1552262400
Russia,11-03-2019,Domestic Aviation,0.0384831,1552262400
Russia,11-03-2019,International Aviation,0.0298448,1552262400
Spain,11-03-2019,Domestic Aviation,0.0154608,1552262400
Spain,11-03-2019,International Aviation,0.0545781,1552262400
United Kingdom,11-03-2019,Domestic Aviation,0.00768749,1552262400
United Kingdom,11-03-2019,International Aviation,0.0886906,1552262400
United States,11-03-2019,Domestic Aviation,0.466742,1552262400
United States,11-03-2019,International Aviation,0.210439,1552262400
WORLD,11-03-2019,Domestic Aviation,0.978246,1552262400
WORLD,11-03-2019,International Aviation,1.62261,1552262400
Brazil,12-03-2019,Domestic Aviation,0.0285534,1552348800
Brazil,12-03-2019,International Aviation,0.0184976,1552348800
China,12-03-2019,Domestic Aviation,0.163996,1552348800
China,12-03-2019,International Aviation,0.0805768,1552348800
EU27 & UK,12-03-2019,Domestic Aviation,0.0446279,1552348800
EU27 & UK,12-03-2019,International Aviation,0.418394,1552348800
France,12-03-2019,Domestic Aviation,0.00667557,1552348800
France,12-03-2019,International Aviation,0.0473573,1552348800
