country,date,sector,value,timestamp
United States,25-09-2023,Domestic Aviation,0.452255,1695600000
United States,25-09-2023,International Aviation,0.196077,1695600000
WORLD,25-09-2023,Domestic Aviation,1.02835,1695600000
WORLD,25-09-2023,International Aviation,1.63824,1695600000
Brazil,26-09-2023,Domestic Aviation,0.0328498,1695686400
Brazil,26-09-2023,International Aviation,0.0161018,1695686400
China,26-09-2023,Domestic Aviation,0.201359,1695686400
China,26-09-2023,International Aviation,0.0510899,1695686400
EU27 & UK,26-09-2023,Domestic Aviation,0.0463686,1695686400
EU27 & UK,26-09-2023,International Aviation,0.566206,1695686400
France,26-09-2023,Domestic Aviation,0.00601527,1695686400
France,26-09-2023,International Aviation,0.0582576,1695686400
Germany,26-09-2023,Domestic Aviation,0.00444185,1695686400
Germany,26-09-2023,International Aviation,0.081465,1695686400
India,26-09-2023,Domestic Aviation,0.0189831,1695686400
India,26-09-2023,International Aviation,0.0331116,1695686400
Italy,26-09-2023,Domestic Aviation,0.00598633,1695686400
Italy,26-09-2023,International Aviation,0.0445387,1695686400
Japan,26-09-2023,Domestic Aviation,0.0261329,1695686400
Japan,26-09-2023,International Aviation,0.0454349,1695686400
ROW,26-09-2023,Domestic Aviation,0.198677,1695686400
ROW,26-09-2023,International Aviation,0.715949,1695686400
Russia,26-09-2023,Domestic Aviation,0.0523722,1695686400
Russia,26-09-2023,International Aviation,0.0180625,1695686400
Spain,26-09-2023,Domestic Aviation,0.0177061,1695686400
Spain,26-09-2023,International Aviation,0.0726299,1695686400
United Kingdom,26-09-2023,Domestic Aviation,0.00613547,1695686400
United Kingdom,26-09-2023,International Aviation,0.107653,1695686400
United States,26-09-2023,Domestic Aviation,0.45183,1695686400
United States,26-09-2023,International Aviation,0.197332,1695686400
WORLD,26-09-2023,Domestic Aviation,1.02857,1695686400
WORLD,26-09-2023,International Aviation,1.64329,1695686400
Brazil,27-09-2023,Domestic Aviation,0.0317931,1695772800
Brazil,27-09-2023,International Aviation,0.0162285,1695772800
China,27-09-2023,Domestic Aviation,0.209275,1695772800
China,27-09-2023,International Aviation,0.0542917,1695772800
EU27 & UK,27-09-2023,Domestic Aviation,0.0479955,1695772800
EU27 & UK,27-09-2023,International Aviation,0.562153,1695772800
France,27-09-2023,Domestic Aviation,0.00630719,1695772800
France,27-09-2023,International Aviation,0.0577768,1695772800
Germany,27-09-2023,Domestic Aviation,0.00495266,1695772800
Germany,27-09-2023,International Aviation,0.0804192,1695772800
India,27-09-2023,Domestic Aviation,0.0191597,1695772800
India,27-09-2023,International Aviation,0.0347412,1695772800
Italy,27-09-2023,Domestic Aviation,0.00571149,1695772800
Italy,27-09-2023,International Aviation,0.0451231,1695772800
Japan,27-09-2023,Domestic Aviation,0.026163,1695772800
Japan,27-09-2023,International Aviation,0.0456189,1695772800
ROW,27-09-2023,Domestic Aviation,0.200922,1695772800
ROW,27-09-2023,International Aviation,0.726541,1695772800
Russia,27-09-2023,Domestic Aviation,0.0535526,1695772800
Russia,27-09-2023,International Aviation,0.0180428,1695772800
Spain,27-09-2023,Domestic Aviation,0.0192582,1695772800
Spain,27-09-2023,International Aviation,0.0673837,1695772800
United Kingdom,27-09-2023,Domestic Aviation,0.00592705,1695772800
United Kingdom,27-09-2023,International Aviation,0.109048,1695772800
United States,27-09-2023,Domestic Aviation,0.445787,1695772800
United States,27-09-2023,International Aviation,0.195932,1695772800
WORLD,27-09-2023,Domestic Aviation,1.03465,1695772800
WORLD,27-09-2023,International Aviation,1.65355,1695772800
Brazil,28-09-2023,Domestic Aviation,0.0328814,1695859200
Brazil,28-09-2023,International Aviation,0.0161619,1695859200
China,28-09-2023,Domestic Aviation,0.213202,1695859200
China,28-09-2023,International Aviation,0.05608,1695859200
EU27 & UK,28-09-2023,Domestic Aviation,0.0491243,1695859200
EU27 & UK,28-09-2023,International Aviation,0.585995,1695859200
France,28-09-2023,Domestic Aviation,0.00619518,1695859200
France,28-09-2023,International Aviation,0.0602428,1695859200
Germany,28-09-2023,Domestic Aviation,0.0048485,1695859200
Germany,28-09-2023,International Aviation,0.0819959,1695859200
India,28-09-2023,Domestic Aviation,0.0192508,1695859200
India,28-09-2023,International Aviation,0.0328067,1695859200
Italy,28-09-2023,Domestic Aviation,0.00604514,1695859200
Italy,28-09-2023,International Aviation,0.0469842,1695859200
Japan,28-09-2023,Domestic Aviation,0.0262766,1695859200
Japan,28-09-2023,International Aviation,0.046628,1695859200
ROW,28-09-2023,Domestic Aviation,0.203496,1695859200
ROW,28-09-2023,International Aviation,0.732053,1695859200
Russia,28-09-2023,Domestic Aviation,0.0520855,1695859200
Russia,28-09-2023,International Aviation,0.0168171,1695859200
Spain,28-09-2023,Domestic Aviation,0.0191643,1695859200
Spain,28-09-2023,International Aviation,0.0730954,1695859200
United Kingdom,28-09-2023,Domestic Aviation,0.00648826,1695859200
United Kingdom,28-09-2023,International Aviation,0.111972,1695859200
United States,28-09-2023,Domestic Aviation,0.470301,1695859200
United States,28-09-2023,International Aviation,0.20334,1695859200
WORLD,28-09-2023,Domestic Aviation,1.06662,1695859200
WORLD,28-09-2023,International Aviation,1.68988,1695859200
Brazil,29-09-2023,Domestic Aviation,0.033558,1695945600
Brazil,29-09-2023,International Aviation,0.0172173,1695945600
China,29-09-2023,Domestic Aviation,0.213277,1695945600
China,29-09-2023,International Aviation,0.0560405,1695945600
EU27 & UK,29-09-2023,Domestic Aviation,0.0485819,1695945600
EU27 & UK,29-09-2023,International Aviation,0.57612,1695945600
France,29-09-2023,Domestic Aviation,0.00706122,1695945600
France,29-09-2023,International Aviation,0.0595734,1695945600
Germany,29-09-2023,Domestic Aviation,0.00427574,1695945600
Germany,29-09-2023,International Aviation,0.0854842,1695945600
India,29-09-2023,Domestic Aviation,0.019171,1695945600
India,29-09-2023,International Aviation,0.0346946,1695945600
Italy,29-09-2023,Domestic Aviation,0.00533892,1695945600
Italy,29-09-2023,International Aviation,0.0431308,1695945600
Japan,29-09-2023,Domestic Aviation,0.0265677,1695945600
Japan,29-09-2023,International Aviation,0.0448885,1695945600
ROW,29-09-2023,Domestic Aviation,0.20418,1695945600
ROW,29-09-2023,International Aviation,0.748403,1695945600
Russia,29-09-2023,Domestic Aviation,0.0546641,1695945600
Russia,29-09-2023,International Aviation,0.0179539,1695945600
Spain,29-09-2023,Domestic Aviation,0.0190057,1695945600
Spain,29-09-2023,International Aviation,0.0705704,1695945600
United Kingdom,29-09-2023,Domestic Aviation,0.00673682,1695945600
United Kingdom,29-09-2023,International Aviation,0.110551,1695945600
United States,29-09-2023,Domestic Aviation,0.478043,1695945600
United States,29-09-2023,International Aviation,0.201514,1695945600
WORLD,29-09-2023,Domestic Aviation,1.07804,1695945600
WORLD,29-09-2023,International Aviation,1.69683,1695945600
Brazil,30-09-2023,Domestic Aviation,0.0311579,1696032000
Brazil,30-09-2023,International Aviation,0.0161696,1696032000
China,30-09-2023,Domestic Aviation,0.210746,1696032000
China,30-09-2023,International Aviation,0.0547599,1696032000
EU27 & UK,30-09-2023,Domestic Aviation,0.0391976,1696032000
EU27 & UK,30-09-2023,International Aviation,0.605878,1696032000
France,30-09-2023,Domestic Aviation,0.00503459,1696032000
France,30-09-2023,International Aviation,0.0630794,1696032000
Germany,30-09-2023,Domestic Aviation,0.00284617,1696032000
Germany,30-09-2023,International Aviation,0.0869826,1696032000
India,30-09-2023,Domestic Aviation,0.019135,1696032000
India,30-09-2023,International Aviation,0.036606,1696032000
Italy,30-09-2023,Domestic Aviation,0.00592031,1696032000
Italy,30-09-2023,International Aviation,0.0464644,1696032000
Japan,30-09-2023,Domestic Aviation,0.0262596,1696032000
Japan,30-09-2023,International Aviation,0.0445227,1696032000
ROW,30-09-2023,Domestic Aviation,0.177261,1696032000
ROW,30-09-2023,International Aviation,0.749354,1696032000
Russia,30-09-2023,Domestic Aviation,0.0539688,1696032000
Russia,30-09-2023,International Aviation,0.0194315,1696032000
Spain,30-09-2023,Domestic Aviation,0.0169026,1696032000
Spain,30-09-2023,International Aviation,0.0820432,1696032000
United Kingdom,30-09-2023,Domestic Aviation,0.0038049,1696032000
United Kingdom,30-09-2023,International Aviation,0.109753,1696032000
United States,30-09-2023,Domestic Aviation,0.433422,1696032000
United States,30-09-2023,International Aviation,0.203671,1696032000
WORLD,30-09-2023,Domestic Aviation,0.991148,1696032000
WORLD,30-09-2023,International Aviation,1.73039,1696032000
Brazil,01-10-2023,Domestic Aviation,0.0281571,1696118400
Brazil,01-10-2023,International Aviation,0.0163085,1696118400
China,01-10-2023,Domestic Aviation,0.198428,1696118400
China,01-10-2023,International Aviation,0.0527538,1696118400
EU27 & UK,01-10-2023,Domestic Aviation,0.0436774,1696118400
EU27 & UK,01-10-2023,International Aviation,0.592059,1696118400
France,01-10-2023,Domestic Aviation,0.00613617,1696118400
France,01-10-2023,International Aviation,0.0627302,1696118400
Germany,01-10-2023,Domestic Aviation,0.00304754,1696118400
Germany,01-10-2023,International Aviation,0.0845804,1696118400
India,01-10-2023,Domestic Aviation,0.0191517,1696118400
India,01-10-2023,International Aviation,0.0349941,1696118400
Italy,01-10-2023,Domestic Aviation,0.00592243,1696118400
Italy,01-10-2023,International Aviation,0.0480323,1696118400
Japan,01-10-2023,Domestic Aviation,0.0258209,1696118400
Japan,01-10-2023,International Aviation,0.045346,1696118400
ROW,01-10-2023,Domestic Aviation,0.183239,1696118400
ROW,01-10-2023,International Aviation,0.749185,1696118400
Russia,01-10-2023,Domestic Aviation,0.050756,1696118400
Russia,01-10-2023,International Aviation,0.0187603,1696118400
Spain,01-10-2023,Domestic Aviation,0.0185247,1696118400
Spain,01-10-2023,International Aviation,0.0761361,1696118400
United Kingdom,01-10-2023,Domestic Aviation,0.0048092,1696118400
United Kingdom,01-10-2023,International Aviation,0.1085,1696118400
United States,01-10-2023,Domestic Aviation,0.426487,1696118400
United States,01-10-2023,International Aviation,0.199269,1696118400
WORLD,01-10-2023,Domestic Aviation,0.975717,1696118400
WORLD,01-10-2023,International Aviation,1.70867,1696118400
Brazil,02-10-2023,Domestic Aviation,0.0329976,1696204800
Brazil,02-10-2023,International Aviation,0.0161396,1696204800
China,02-10-2023,Domestic Aviation,0.192592,1696204800
China,02-10-2023,International Aviation,0.0490768,1696204800
EU27 & UK,02-10-2023,Domestic Aviation,0.0461173,1696204800
EU27 & UK,02-10-2023,International Aviation,0.561875,1696204800
France,02-10-2023,Domestic Aviation,0.00647647,1696204800
France,02-10-2023,International Aviation,0.0589374,1696204800
Germany,02-10-2023,Domestic Aviation,0.00366548,1696204800
Germany,02-10-2023,International Aviation,0.0809661,1696204800
India,02-10-2023,Domestic Aviation,0.0193208,1696204800
India,02-10-2023,International Aviation,0.0333297,1696204800
Italy,02-10-2023,Domestic Aviation,0.00611125,1696204800
Italy,02-10-2023,International Aviation,0.0475826,1696204800
Japan,02-10-2023,Domestic Aviation,0.026285,1696204800
Japan,02-10-2023,International Aviation,0.0421604,1696204800
ROW,02-10-2023,Domestic Aviation,0.196818,1696204800
ROW,02-10-2023,International Aviation,0.7313,1696204800
Russia,02-10-2023,Domestic Aviation,0.0500828,1696204800
Russia,02-10-2023,International Aviation,0.0174585,1696204800
Spain,02-10-2023,Domestic Aviation,0.0178709,1696204800
Spain,02-10-2023,International Aviation,0.0706317,1696204800
United Kingdom,02-10-2023,Domestic Aviation,0.00597769,1696204800
United Kingdom,02-10-2023,International Aviation,0.104604,1696204800
United States,02-10-2023,Domestic Aviation,0.45498,1696204800
United States,02-10-2023,International Aviation,0.197559,1696204800
WORLD,02-10-2023,Domestic Aviation,1.01919,1696204800
WORLD,02-10-2023,International Aviation,1.6489,1696204800
Brazil,03-10-2023,Domestic Aviation,0.0314106,1696291200
Brazil,03-10-2023,International Aviation,0.0163212,1696291200
China,03-10-2023,Domestic Aviation,0.198944,1696291200
China,03-10-2023,International Aviation,0.0494828,1696291200
EU27 & UK,03-10-2023,Domestic Aviation,0.044208,1696291200
EU27 & UK,03-10-2023,International Aviation,0.552066,1696291200
France,03-10-2023,Domestic Aviation,0.00573412,1696291200
France,03-10-2023,International Aviation,0.0588589,1696291200
Germany,03-10-2023,Domestic Aviation,0.00327326,1696291200
Germany,03-10-2023,International Aviation,0.0793727,1696291200
India,03-10-2023,Domestic Aviation,0.0191395,1696291200
India,03-10-2023,International Aviation,0.032871,1696291200
Italy,03-10-2023,Domestic Aviation,0.00584551,1696291200
Italy,03-10-2023,International Aviation,0.0453076,1696291200
Japan,03-10-2023,Domestic Aviation,0.0260296,1696291200
Japan,03-10-2023,International Aviation,0.04436,1696291200
ROW,03-10-2023,Domestic Aviation,0.194216,1696291200
ROW,03-10-2023,International Aviation,0.710735,1696291200
Russia,03-10-2023,Domestic Aviation,0.0438294,1696291200
Russia,03-10-2023,International Aviation,0.0180444,1696291200
Spain,03-10-2023,Domestic Aviation,0.0170889,1696291200
Spain,03-10-2023,International Aviation,0.0724018,1696291200
United Kingdom,03-10-2023,Domestic Aviation,0.00620334,1696291200
United Kingdom,03-10-2023,International Aviation,0.10535,1696291200
United States,03-10-2023,Domestic Aviation,0.446067,1696291200
United States,03-10-2023,International Aviation,0.194034,1696291200
WORLD,03-10-2023,Domestic Aviation,1.00384,1696291200
WORLD,03-10-2023,International Aviation,1.61791,1696291200
Brazil,04-10-2023,Domestic Aviation,0.030756,1696377600
Brazil,04-10-2023,International Aviation,0.0163911,1696377600
China,04-10-2023,Domestic Aviation,0.206895,1696377600
China,04-10-2023,International Aviation,0.0500894,1696377600
EU27 & UK,04-10-2023,Domestic Aviation,0.0463526,1696377600
EU27 & UK,04-10-2023,International Aviation,0.549837,1696377600
France,04-10-2023,Domestic Aviation,0.00577178,1696377600
France,04-10-2023,International Aviation,0.0544497,1696377600
Germany,04-10-2023,Domestic Aviation,0.00418019,1696377600
Germany,04-10-2023,International Aviation,0.0816146,1696377600
India,04-10-2023,Domestic Aviation,0.0195154,1696377600
India,04-10-2023,International Aviation,0.0347785,1696377600
Italy,04-10-2023,Domestic Aviation,0.00566639,1696377600
Italy,04-10-2023,International Aviation,0.0439543,1696377600
Japan,04-10-2023,Domestic Aviation,0.0254613,1696377600
Japan,04-10-2023,International Aviation,0.044588,1696377600
ROW,04-10-2023,Domestic Aviation,0.195674,1696377600
ROW,04-10-2023,International Aviation,0.723421,1696377600
Russia,04-10-2023,Domestic Aviation,0.0450503,1696377600
Russia,04-10-2023,International Aviation,0.0179308,1696377600
Spain,04-10-2023,Domestic Aviation,0.0187559,1696377600
Spain,04-10-2023,International Aviation,0.068312,1696377600
United Kingdom,04-10-2023,Domestic Aviation,0.00656008,1696377600
United Kingdom,04-10-2023,International Aviation,0.106624,1696377600
United States,04-10-2023,Domestic Aviation,0.438899,1696377600
United States,04-10-2023,International Aviation,0.188546,1696377600
WORLD,04-10-2023,Domestic Aviation,1.0086,1696377600
WORLD,04-10-2023,International Aviation,1.62558,1696377600
Brazil,05-10-2023,Domestic Aviation,0.033068,1696464000
Brazil,05-10-2023,International Aviation,0.0160884,1696464000
China,05-10-2023,Domestic Aviation,0.210487,1696464000
China,05-10-2023,International Aviation,0.0516392,1696464000
EU27 & UK,05-10-2023,Domestic Aviation,0.047398,1696464000
EU27 & UK,05-10-2023,International Aviation,0.56353,1696464000
France,05-10-2023,Domestic Aviation,0.00606407,1696464000
France,05-10-2023,International Aviation,0.0587334,1696464000
Germany,05-10-2023,Domestic Aviation,0.00432652,1696464000
Germany,05-10-2023,International Aviation,0.0824666,1696464000
India,05-10-2023,Domestic Aviation,0.0191607,1696464000
India,05-10-2023,International Aviation,0.0331255,1696464000
Italy,05-10-2023,Domestic Aviation,0.00583829,1696464000
Italy,05-10-2023,International Aviation,0.0452166,1696464000
Japan,05-10-2023,Domestic Aviation,0.0259177,1696464000
Japan,05-10-2023,International Aviation,0.0447675,1696464000
ROW,05-10-2023,Domestic Aviation,0.199061,1696464000
ROW,05-10-2023,International Aviation,0.729211,1696464000
Russia,05-10-2023,Domestic Aviation,0.0443117,1696464000
Russia,05-10-2023,International Aviation,0.0168237,1696464000
Spain,05-10-2023,Domestic Aviation,0.0188976,1696464000
Spain,05-10-2023,International Aviation,0.0712598,1696464000
United Kingdom,05-10-2023,Domestic Aviation,0.00651278,1696464000
United Kingdom,05-10-2023,International Aviation,0.109387,1696464000
United States,05-10-2023,Domestic Aviation,0.463126,1696464000
United States,05-10-2023,International Aviation,0.200977,1696464000
WORLD,05-10-2023,Domestic Aviation,1.04253,1696464000
WORLD,05-10-2023,International Aviation,1.65616,1696464000
Brazil,06-10-2023,Domestic Aviation,0.0351473,1696550400
Brazil,06-10-2023,International Aviation,0.0170425,1696550400
China,06-10-2023,Domestic Aviation,0.212527,1696550400
China,06-10-2023,International Aviation,0.052288,1696550400
EU27 & UK,06-10-2023,Domestic Aviation,0.0482473,1696550400
EU27 & UK,06-10-2023,International Aviation,0.569646,1696550400
France,06-10-2023,Domestic Aviation,0.00666724,1696550400
France,06-10-2023,International Aviation,0.0593173,1696550400
Germany,06-10-2023,Domestic Aviation,0.00438382,1696550400
Germany,06-10-2023,International Aviation,0.0844151,1696550400
India,06-10-2023,Domestic Aviation,0.0192585,1696550400
India,06-10-2023,International Aviation,0.03437,1696550400
Italy,06-10-2023,Domestic Aviation,0.00608294,1696550400
Italy,06-10-2023,International Aviation,0.0456826,1696550400
Japan,06-10-2023,Domestic Aviation,0.026368,1696550400
Japan,06-10-2023,International Aviation,0.0450978,1696550400
ROW,06-10-2023,Domestic Aviation,0.201839,1696550400
ROW,06-10-2023,International Aviation,0.749955,1696550400
Russia,06-10-2023,Domestic Aviation,0.0468067,1696550400
Russia,06-10-2023,International Aviation,0.0182311,1696550400
Spain,06-10-2023,Domestic Aviation,0.0184939,1696550400
Spain,06-10-2023,International Aviation,0.0720519,1696550400
United Kingdom,06-10-2023,Domestic Aviation,0.00660484,1696550400
United Kingdom,06-10-2023,International Aviation,0.108036,1696550400
United States,06-10-2023,Domestic Aviation,0.490412,1696550400
United States,06-10-2023,International Aviation,0.200697,1696550400
WORLD,06-10-2023,Domestic Aviation,1.08061,1696550400
WORLD,06-10-2023,International Aviation,1.68733,1696550400
Brazil,07-10-2023,Domestic Aviation,0.0308589,1696636800
Brazil,07-10-2023,International Aviation,0.0161703,1696636800
China,07-10-2023,Domestic Aviation,0.210147,1696636800
China,07-10-2023,International Aviation,0.0512914,1696636800
EU27 & UK,07-10-2023,Domestic Aviation,0.0386772,1696636800
EU27 & UK,07-10-2023,International Aviation,0.585678,1696636800
France,07-10-2023,Domestic Aviation,0.00470222,1696636800
France,07-10-2023,International Aviation,0.0610569,1696636800
Germany,07-10-2023,Domestic Aviation,0.00289805,1696636800
Germany,07-10-2023,International Aviation,0.0852633,1696636800
India,07-10-2023,Domestic Aviation,0.0190757,1696636800
India,07-10-2023,International Aviation,0.0355571,1696636800
Italy,07-10-2023,Domestic Aviation,0.00582169,1696636800
Italy,07-10-2023,International Aviation,0.0450601,1696636800
Japan,07-10-2023,Domestic Aviation,0.0262876,1696636800
Japan,07-10-2023,International Aviation,0.0457057,1696636800
ROW,07-10-2023,Domestic Aviation,0.175481,1696636800
ROW,07-10-2023,International Aviation,0.749426,1696636800
Russia,07-10-2023,Domestic Aviation,0.0462613,1696636800
Russia,07-10-2023,International Aviation,0.0195152,1696636800
Spain,07-10-2023,Domestic Aviation,0.0177259,1696636800
Spain,07-10-2023,International Aviation,0.0796918,1696636800
United Kingdom,07-10-2023,Domestic Aviation,0.00378033,1696636800
United Kingdom,07-10-2023,International Aviation,0.106965,1696636800
United States,07-10-2023,Domestic Aviation,0.433037,1696636800
United States,07-10-2023,International Aviation,0.204063,1696636800
WORLD,07-10-2023,Domestic Aviation,0.979826,1696636800
WORLD,07-10-2023,International Aviation,1.70741,1696636800
Brazil,08-10-2023,Domestic Aviation,0.028289,1696723200
Brazil,08-10-2023,International Aviation,0.0169151,1696723200
China,08-10-2023,Domestic Aviation,0.18642,1696723200
China,08-10-2023,International Aviation,0.0488251,1696723200
EU27 & UK,08-10-2023,Domestic Aviation,0.0431865,1696723200
EU27 & UK,08-10-2023,International Aviation,0.581078,1696723200
France,08-10-2023,Domestic Aviation,0.00559573,1696723200
France,08-10-2023,International Aviation,0.0621737,1696723200
Germany,08-10-2023,Domestic Aviation,0.00339989,1696723200
Germany,08-10-2023,International Aviation,0.0822891,1696723200
India,08-10-2023,Domestic Aviation,0.019291,1696723200
India,08-10-2023,International Aviation,0.0358156,1696723200
Italy,08-10-2023,Domestic Aviation,0.00585219,1696723200
Italy,08-10-2023,International Aviation,0.0467926,1696723200
Japan,08-10-2023,Domestic Aviation,0.0264252,1696723200
Japan,08-10-2023,International Aviation,0.0454641,1696723200
ROW,08-10-2023,Domestic Aviation,0.183938,1696723200
ROW,08-10-2023,International Aviation,0.737319,1696723200
Russia,08-10-2023,Domestic Aviation,0.0458408,1696723200
Russia,08-10-2023,International Aviation,0.0183896,1696723200
Spain,08-10-2023,Domestic Aviation,0.0181834,1696723200
Spain,08-10-2023,International Aviation,0.0758439,1696723200
United Kingdom,08-10-2023,Domestic Aviation,0.0052069,1696723200
United Kingdom,08-10-2023,International Aviation,0.107251,1696723200
United States,08-10-2023,Domestic Aviation,0.428615,1696723200
United States,08-10-2023,International Aviation,0.197706,1696723200
WORLD,08-10-2023,Domestic Aviation,0.962005,1696723200
WORLD,08-10-2023,International Aviation,1.68151,1696723200
Brazil,09-10-2023,Domestic Aviation,0.031679,1696809600
Brazil,09-10-2023,International Aviation,0.0163476,1696809600
China,09-10-2023,Domestic Aviation,0.175096,1696809600
China,09-10-2023,International Aviation,0.0466348,1696809600
EU27 & UK,09-10-2023,Domestic Aviation,0.0458533,1696809600
EU27 & UK,09-10-2023,International Aviation,0.552927,1696809600
France,09-10-2023,Domestic Aviation,0.0061676,1696809600
France,09-10-2023,International Aviation,0.0580179,1696809600
Germany,09-10-2023,Domestic Aviation,0.00384802,1696809600
Germany,09-10-2023,International Aviation,0.0815866,1696809600
India,09-10-2023,Domestic Aviation,0.0193688,1696809600
India,09-10-2023,International Aviation,0.0335979,1696809600
Italy,09-10-2023,Domestic Aviation,0.00593623,1696809600
Italy,09-10-2023,International Aviation,0.0449431,1696809600
Japan,09-10-2023,Domestic Aviation,0.0262968,1696809600
Japan,09-10-2023,International Aviation,0.0426411,1696809600
ROW,09-10-2023,Domestic Aviation,0.195638,1696809600
ROW,09-10-2023,International Aviation,0.71774,1696809600
Russia,09-10-2023,Domestic Aviation,0.0466566,1696809600
Russia,09-10-2023,International Aviation,0.0169742,1696809600
Spain,09-10-2023,Domestic Aviation,0.0178209,1696809600
Spain,09-10-2023,International Aviation,0.0700464,1696809600
United Kingdom,09-10-2023,Domestic Aviation,0.00627809,1696809600
United Kingdom,09-10-2023,International Aviation,0.105583,1696809600
United States,09-10-2023,Domestic Aviation,0.463137,1696809600
United States,09-10-2023,International Aviation,0.197909,1696809600
WORLD,09-10-2023,Domestic Aviation,1.00372,1696809600
WORLD,09-10-2023,International Aviation,1.62477,1696809600
Brazil,10-10-2023,Domestic Aviation,0.0329298,1696896000
Brazil,10-10-2023,International Aviation,0.016833,1696896000
China,10-10-2023,Domestic Aviation,0.181008,1696896000
China,10-10-2023,International Aviation,0.049573,1696896000
EU27 & UK,10-10-2023,Domestic Aviation,0.0436805,1696896000
EU27 & UK,10-10-2023,International Aviation,0.538761,1696896000
France,10-10-2023,Domestic Aviation,0.00530889,1696896000
France,10-10-2023,International Aviation,0.0566885,1696896000
Germany,10-10-2023,Domestic Aviation,0.00407792,1696896000
Germany,10-10-2023,International Aviation,0.0811519,1696896000
India,10-10-2023,Domestic Aviation,0.0190753,1696896000
India,10-10-2023,International Aviation,0.0325277,1696896000
Italy,10-10-2023,Domestic Aviation,0.00556064,1696896000
Italy,10-10-2023,International Aviation,0.0427478,1696896000
Japan,10-10-2023,Domestic Aviation,0.0260128,1696896000
Japan,10-10-2023,International Aviation,0.043634,1696896000
ROW,10-10-2023,Domestic Aviation,0.19325,1696896000
ROW,10-10-2023,International Aviation,0.705113,1696896000
Russia,10-10-2023,Domestic Aviation,0.0430917,1696896000
Russia,10-10-2023,International Aviation,0.0179724,1696896000
Spain,10-10-2023,Domestic Aviation,0.0172222,1696896000
Spain,10-10-2023,International Aviation,0.0713943,1696896000
United Kingdom,10-10-2023,Domestic Aviation,0.00596821,1696896000
United Kingdom,10-10-2023,International Aviation,0.103604,1696896000
United States,10-10-2023,Domestic Aviation,0.462164,1696896000
United States,10-10-2023,International Aviation,0.1965,1696896000
WORLD,10-10-2023,Domestic Aviation,1.00121,1696896000
WORLD,10-10-2023,International Aviation,1.60091,1696896000
Brazil,11-10-2023,Domestic Aviation,0.0327007,1696982400
Brazil,11-10-2023,International Aviation,0.0165927,1696982400
China,11-10-2023,Domestic Aviation,0.176912,1696982400
China,11-10-2023,International Aviation,0.0513175,1696982400
EU27 & UK,11-10-2023,Domestic Aviation,0.0455819,1696982400
EU27 & UK,11-10-2023,International Aviation,0.530616,1696982400
France,11-10-2023,Domestic Aviation,0.00545723,1696982400
France,11-10-2023,International Aviation,0.0538113,1696982400
Germany,11-10-2023,Domestic Aviation,0.00440492,1696982400
Germany,11-10-2023,International Aviation,0.0810281,1696982400
India,11-10-2023,Domestic Aviation,0.0195139,1696982400
India,11-10-2023,International Aviation,0.0343921,1696982400
Italy,11-10-2023,Domestic Aviation,0.00557148,1696982400
Italy,11-10-2023,International Aviation,0.0419284,1696982400
Japan,11-10-2023,Domestic Aviation,0.0260064,1696982400
Japan,11-10-2023,International Aviation,0.0472102,1696982400
ROW,11-10-2023,Domestic Aviation,0.195242,1696982400
ROW,11-10-2023,International Aviation,0.713814,1696982400
Russia,11-10-2023,Domestic Aviation,0.0441553,1696982400
Russia,11-10-2023,International Aviation,0.0179061,1696982400
Spain,11-10-2023,Domestic Aviation,0.0188669,1696982400
Spain,11-10-2023,International Aviation,0.0668382,1696982400
United Kingdom,11-10-2023,Domestic Aviation,0.0060758,1696982400
United Kingdom,11-10-2023,International Aviation,0.100319,1696982400
United States,11-10-2023,Domestic Aviation,0.456954,1696982400
United States,11-10-2023,International Aviation,0.19285,1696982400
WORLD,11-10-2023,Domestic Aviation,0.997066,1696982400
WORLD,11-10-2023,International Aviation,1.6047,1696982400
Brazil,12-10-2023,Domestic Aviation,0.0309459,1697068800
Brazil,12-10-2023,International Aviation,0.0160854,1697068800
China,12-10-2023,Domestic Aviation,0.177358,1697068800
China,12-10-2023,International Aviation,0.0519365,1697068800
EU27 & UK,12-10-2023,Domestic Aviation,0.046242,1697068800
EU27 & UK,12-10-2023,International Aviation,0.55477,1697068800
France,12-10-2023,Domestic Aviation,0.00576407,1697068800
France,12-10-2023,International Aviation,0.0570289,1697068800
Germany,12-10-2023,Domestic Aviation,0.00424446,1697068800
Germany,12-10-2023,International Aviation,0.0834805,1697068800
India,12-10-2023,Domestic Aviation,0.0197329,1697068800
India,12-10-2023,International Aviation,0.0332223,1697068800
Italy,12-10-2023,Domestic Aviation,0.00583898,1697068800
Italy,12-10-2023,International Aviation,0.0438201,1697068800
Japan,12-10-2023,Domestic Aviation,0.0259875,1697068800
Japan,12-10-2023,International Aviation,0.0451025,1697068800
ROW,12-10-2023,Domestic Aviation,0.198664,1697068800
ROW,12-10-2023,International Aviation,0.719233,1697068800
Russia,12-10-2023,Domestic Aviation,0.0443362,1697068800
Russia,12-10-2023,International Aviation,0.0174104,1697068800
Spain,12-10-2023,Domestic Aviation,0.0179405,1697068800
Spain,12-10-2023,International Aviation,0.07098,1697068800
United Kingdom,12-10-2023,Domestic Aviation,0.00658529,1697068800
United Kingdom,12-10-2023,International Aviation,0.108932,1697068800
United States,12-10-2023,Domestic Aviation,0.471197,1697068800
United States,12-10-2023,International Aviation,0.200646,1697068800
